Calorias,Tiempo,Peso,Velocidad
928.3,71.2,68.6,11.0
1166.8,75.4,82.7,10.8
282.1,16.2,65.8,15.3
180.2,13.2,59.0,13.4
593.3,46.2,56.9,13.1
569.9,26.8,92.3,13.3
668.8,47.1,55.6,14.8
1090.1,51.5,88.9,13.8
516.5,48.3,62.9,9.8
131.0,16.8,43.7,10.3
783.4,65.4,58.1,11.9
348.0,16.9,75.5,15.8
1446.0,69.3,95.2,12.7
650.1,41.2,65.7,13.9
320.9,25.9,63.8,11.3
773.3,61.4,64.8,11.3
419.6,34.2,65.5,10.9
292.5,13.8,83.5,14.7
817.4,41.0,85.6,13.5
995.0,60.9,68.6,13.8
854.5,96.4,55.4,9.3
1218.0,71.0,83.9,11.8
459.8,27.0,70.6,14.0
632.3,58.9,60.8,10.2
639.7,36.7,63.4,16.0
250.9,12.7,77.6,14.7
185.4,8.8,79.1,15.5
625.8,36.8,64.7,15.2
293.8,19.8,55.0,15.6
499.7,26.1,75.4,14.7
873.1,62.5,62.9,12.9
182.4,23.6,39.7,11.3
917.3,67.5,80.6,9.8
497.1,27.6,78.7,13.3
933.1,57.6,61.3,15.3
614.9,38.7,67.8,13.6
957.7,74.4,66.0,11.3
687.6,52.7,74.4,10.2
114.6,7.7,76.9,11.3
320.9,22.8,68.1,12.0
1307.6,59.7,89.0,14.3
912.3,74.2,64.7,11.0
642.6,45.7,61.7,13.2
212.4,13.0,69.3,13.6
850.3,66.3,76.2,9.8
1123.8,57.9,81.9,13.7
115.9,5.6,77.5,15.6
945.0,72.7,62.5,12.0
293.1,16.1,78.9,13.4
179.9,13.0,67.6,11.9
214.0,9.5,86.7,15.0
673.6,54.2,63.9,11.3
820.3,71.6,73.5,9.0
632.2,32.2,81.9,13.9
1061.5,83.5,68.4,10.8
957.1,71.1,78.3,10.0
295.7,14.3,79.6,15.0
230.1,18.0,71.8,10.3
690.3,38.5,74.4,14.0
619.1,60.7,62.0,9.5
754.9,40.2,82.7,13.1
1131.3,49.4,84.1,15.8
405.7,27.8,76.8,11.0
804.8,76.9,60.0,10.1
183.8,17.9,64.1,9.3
606.7,47.2,62.4,11.9
944.0,85.8,68.2,9.4
813.1,53.1,56.7,15.6
855.6,48.4,64.8,15.8
797.0,37.8,80.1,15.3
743.3,40.3,69.4,15.4
478.0,44.0,61.1,10.3
425.1,29.1,61.3,13.8
72.4,8.2,55.3,9.2
1218.3,81.4,82.0,10.6
331.1,26.3,47.0,15.5
271.5,24.0,55.0,11.9
148.1,9.5,72.0,12.6
534.1,49.3,62.0,10.1
671.7,50.0,67.1,11.6
376.6,17.7,78.0,15.8
958.4,56.2,65.5,15.1
907.3,56.9,67.1,13.8
849.6,56.1,61.9,14.2
263.7,17.3,56.5,15.7
554.4,47.7,56.5,11.9
271.5,20.8,72.3,10.4
970.8,51.6,81.6,13.4
792.0,79.4,61.3,9.4
317.6,22.5,66.4,12.3
1114.2,64.4,82.7,12.1
673.1,45.3,64.2,13.4
530.3,37.9,73.0,11.1
1160.8,98.2,76.1,9.0
920.1,81.7,62.9,10.4
575.4,43.9,65.8,11.5
804.4,63.1,67.6,10.9
154.2,16.2,59.3,9.3
643.5,58.3,66.5,9.6
482.4,38.7,73.4,9.8
413.4,29.7,86.4,9.3
374.9,18.6,80.1,14.6
613.1,34.9,77.4,13.1
228.2,23.6,62.2,9.0
105.9,7.1,55.0,15.8
621.6,37.6,74.8,12.8
196.2,10.8,70.2,15.0
432.2,38.9,64.0,10.1
737.4,53.3,66.7,12.0
182.1,10.8,67.6,14.5
832.7,79.6,62.2,9.7
437.5,29.7,60.9,14.0
796.7,46.0,72.7,13.8
576.7,47.2,67.5,10.5
1127.1,58.5,84.7,13.2
1087.3,67.5,74.0,12.6
621.3,32.3,83.5,13.3
520.3,26.0,79.9,14.5
932.8,71.6,73.2,10.3
630.7,38.5,71.2,13.3
265.0,12.9,76.1,15.7
545.4,29.1,82.6,13.2
1139.0,80.9,74.7,10.9
616.0,45.8,68.4,11.4
437.9,35.9,61.0,11.6
579.3,45.5,59.3,12.4
1094.5,61.2,76.2,13.6
796.5,56.0,77.6,10.6
343.0,19.1,84.4,12.3
485.8,30.6,71.5,12.9
671.8,34.8,72.1,15.5
1181.8,76.9,76.5,11.6
1256.0,67.2,86.1,12.6
307.2,17.3,67.9,15.1
713.2,52.4,72.2,10.9
930.2,59.3,79.0,11.5
704.2,49.8,67.8,12.1
745.9,47.8,76.6,11.8
238.6,11.2,77.0,16.0
331.8,15.3,80.1,15.7
326.5,27.7,62.6,10.9
184.2,11.1,69.0,14.0
909.2,66.1,67.6,11.8
230.2,16.3,56.4,14.5
565.4,34.6,73.8,12.8
103.9,5.7,85.6,12.3
331.6,24.2,59.0,13.4
943.6,59.2,86.9,10.6
1000.8,78.4,80.4,9.2
203.3,19.7,63.7,9.4
856.8,78.0,65.3,9.7
651.6,67.7,58.3,9.6
427.5,33.1,73.3,10.2
534.1,31.1,66.5,14.9
425.1,30.6,75.3,10.7
322.7,18.3,74.4,13.7
163.7,10.4,63.5,14.3
744.8,44.2,73.9,13.2
253.8,14.5,65.2,15.6
233.5,11.5,74.0,15.9
809.6,71.6,68.8,9.5
603.1,33.2,76.1,13.8
477.6,35.6,77.1,10.1
596.7,42.5,66.0,12.3
571.7,47.8,64.9,10.7
910.0,67.6,73.4,10.6
444.1,28.8,58.2,15.4
98.0,8.9,64.2,9.9
404.7,21.4,70.5,15.5
752.7,46.3,80.5,11.7
627.0,30.7,75.0,15.8
181.0,11.9,62.2,14.2
184.0,10.2,76.6,13.7
421.8,21.2,73.0,15.8
196.8,15.1,77.6,9.7
522.2,28.9,69.2,15.1
215.7,12.7,64.6,15.2
358.4,23.8,57.0,15.3
129.5,9.9,58.6,12.9
459.2,38.9,68.5,10.0
994.7,99.0,64.1,9.1
1038.5,53.3,77.9,14.5
849.6,57.3,71.4,12.0
126.5,8.3,71.7,12.2
786.0,42.4,73.8,14.6
274.0,19.2,68.0,12.2
557.8,39.4,60.7,13.5
1021.2,59.0,72.9,13.8
736.5,65.3,61.0,10.7
320.1,27.5,71.5,9.4
267.8,22.9,54.4,12.5
762.4,49.3,69.7,12.8
737.7,43.5,66.2,14.8
524.6,34.5,88.6,9.9
568.1,37.6,59.5,14.7
1083.9,69.6,81.1,11.1
1010.8,61.8,68.7,13.8
336.2,25.2,80.3,9.6
269.1,23.4,58.5,11.4
1327.0,51.4,97.8,15.3
566.5,28.3,73.9,15.7
841.2,49.9,66.9,14.6
562.4,27.6,87.6,13.5
937.5,48.2,70.5,16.0
1093.4,88.8,76.8,9.3
273.6,15.8,80.5,12.5
1108.2,56.2,74.7,15.3
833.7,71.0,65.4,10.4
794.5,88.2,56.7,9.2
532.1,36.4,64.5,13.1
905.8,61.6,82.2,10.4
1061.4,54.6,90.8,12.4
750.6,75.3,53.8,10.7
601.8,49.8,64.4,10.9
600.5,50.5,60.9,11.3
1170.6,64.5,75.9,13.8
734.3,49.4,78.1,11.0
772.3,66.6,68.9,9.7
868.2,85.4,59.7,9.9
726.5,53.7,78.5,10.0
328.8,17.7,74.9,14.4
885.5,56.7,76.8,11.8
1029.6,94.5,67.8,9.3
447.6,42.3,65.4,9.4
252.3,13.9,83.5,12.6
138.8,12.2,54.2,12.1
1206.9,63.4,81.1,13.6
521.2,31.4,65.5,14.7
619.5,37.2,72.7,13.2
752.3,56.2,61.9,12.5
280.8,14.8,71.9,15.3
288.1,23.7,73.6,9.6
392.9,19.4,76.2,15.4
337.2,30.7,51.7,12.3
261.5,17.3,64.9,13.5
473.0,26.8,70.4,14.5
677.1,47.8,72.4,11.3
968.3,53.0,69.9,15.1
687.6,52.7,74.7,10.1
375.0,37.0,59.8,9.8
264.8,19.8,81.1,9.5
659.8,37.1,67.3,15.3
572.7,51.9,49.4,12.9
546.1,47.0,51.0,13.2
537.0,37.0,67.9,12.4
731.8,44.6,76.5,12.4
217.9,12.6,62.7,15.9
709.1,52.1,68.8,11.5
347.9,23.0,70.7,12.4
296.5,26.9,65.1,9.8
332.6,18.9,85.6,11.9
333.7,19.6,67.4,14.6
1184.3,62.5,78.7,13.9
928.5,80.5,62.2,10.7
338.4,28.3,74.9,9.3
698.0,61.0,56.2,11.8
612.3,46.1,53.8,14.3
566.6,50.0,60.9,10.8
717.6,52.2,64.5,12.3
280.1,22.9,58.1,12.2
764.7,32.9,88.7,15.2
129.6,11.0,70.0,9.8
405.1,29.9,76.6,10.2
210.3,11.9,76.0,13.5
602.4,45.6,57.8,13.2
1074.3,53.5,75.8,15.3
961.3,46.6,79.4,15.1
683.1,67.6,50.8,11.5
430.6,25.0,77.9,12.8
642.5,45.3,62.3,13.2
923.0,47.8,74.1,15.1
113.8,8.4,67.2,11.7
212.5,15.2,59.2,13.7
664.2,73.9,46.2,11.3
841.6,53.4,64.1,14.2
1077.9,45.4,91.9,14.9
857.9,52.3,81.7,11.6
974.0,61.7,63.5,14.4
377.9,29.0,56.3,13.4
848.5,88.3,58.3,9.5
740.5,67.4,56.5,11.3
244.2,17.4,77.4,10.5
1216.7,78.2,80.6,11.2
667.3,47.5,90.0,9.0
571.0,36.9,66.8,13.4
908.2,78.2,69.0,9.8
546.5,51.2,61.7,10.0
826.5,46.0,78.7,13.2
658.1,28.4,89.9,14.9
790.0,37.6,78.3,15.5
413.6,18.5,84.9,15.2
841.7,61.4,63.2,12.6
460.4,22.7,83.7,14.0
662.7,58.5,59.5,11.0
398.9,34.8,45.7,14.5
122.4,13.4,49.5,10.7
605.2,45.3,55.7,13.9
505.3,45.6,61.6,10.4
1008.8,78.1,70.3,10.7
955.4,83.1,68.1,9.8
652.6,42.9,56.1,15.7
229.5,14.4,71.4,13.0
841.7,76.7,69.4,9.2
540.3,38.6,73.2,11.1
878.6,85.6,62.9,9.4
712.7,41.4,79.9,12.5
432.4,26.3,73.5,12.9
476.4,35.6,51.8,15.0
490.7,28.7,66.6,14.8
511.3,24.0,82.1,15.0
719.7,41.1,68.9,14.7
1015.3,49.1,75.7,15.8
655.0,38.3,77.1,12.8
404.5,22.5,70.0,14.9
825.9,45.0,70.5,15.1
1044.9,57.3,74.8,14.1
560.3,34.5,78.3,12.0
767.1,60.3,63.5,11.6
83.5,6.4,54.5,13.9
280.3,21.5,70.9,10.6
403.8,20.0,75.4,15.5
680.9,40.0,67.5,14.6
86.3,5.7,60.6,14.5
289.6,16.1,67.2,15.6
1156.3,67.6,82.6,12.0
495.0,35.0,57.6,14.2
904.1,95.0,60.1,9.2
981.9,73.6,76.1,10.2
885.3,49.2,70.6,14.8
535.1,38.5,86.2,9.3
104.6,7.1,69.1,12.4
333.2,33.0,51.8,11.3
1099.3,60.3,77.7,13.6
90.9,5.2,74.4,13.5
517.8,53.8,54.7,10.2
111.4,7.8,72.2,11.5
802.3,71.5,58.5,11.1
182.9,11.6,82.8,11.0
159.2,8.2,74.3,15.2
406.7,32.4,64.9,11.2
978.7,66.9,76.5,11.1
339.5,19.1,65.5,15.7
130.3,7.0,78.6,13.7
690.5,44.4,56.8,15.9
785.3,43.6,65.3,16.0
206.7,18.3,72.2,9.1
787.0,56.6,74.4,10.8
363.5,16.1,86.9,15.0
626.5,44.2,67.6,12.1
517.6,39.0,68.7,11.2
918.6,52.7,70.6,14.3
621.7,53.8,56.7,11.8
666.7,46.0,69.2,12.1
900.5,48.5,70.6,15.2
779.1,48.1,61.8,15.2
843.2,59.6,64.6,12.7
246.0,17.1,69.4,12.0
1178.3,65.7,76.5,13.6
777.8,57.8,67.0,11.6
519.5,29.5,66.1,15.4
672.7,37.4,76.6,13.6
338.3,26.8,58.4,12.5
1234.9,60.3,79.5,14.9
421.9,26.0,76.7,12.3
154.3,14.8,47.8,12.7
739.1,58.9,72.7,10.0
201.6,11.6,84.0,12.0
316.8,33.2,57.3,9.6
86.3,6.1,81.0,10.2
376.3,17.5,85.7,14.5
1087.7,46.1,88.0,15.5
171.0,14.3,73.9,9.4
1063.3,91.0,68.8,9.8
538.1,39.7,66.4,11.8
247.1,14.5,66.2,14.9
417.5,28.1,74.0,11.6
1259.0,84.8,81.7,10.5
242.5,11.5,79.1,15.4
1028.3,64.8,80.4,11.4
462.2,25.6,68.8,15.2
175.0,11.9,55.4,15.3
497.7,24.6,82.8,14.2
905.9,44.2,81.0,14.7
788.8,51.9,84.3,10.4
999.5,55.4,78.9,13.2
304.7,18.5,79.4,12.0
1037.2,41.3,102.3,14.2
392.1,28.1,72.8,11.1
551.5,52.2,43.8,14.0
197.3,10.6,71.6,15.0
988.3,54.9,68.4,15.2
731.7,49.4,70.7,12.1
192.2,15.8,76.9,9.2
623.7,32.7,71.1,15.5
829.7,55.1,56.6,15.4
422.6,24.5,69.0,14.5
164.4,17.5,58.2,9.3
901.3,55.6,70.5,13.3
842.2,51.5,64.3,14.7
697.4,44.6,77.8,11.6
224.3,14.3,56.9,15.9
1179.2,61.3,79.6,14.0
820.2,44.2,76.3,14.1
594.4,41.2,81.8,10.2
1159.4,77.0,74.7,11.7
357.6,34.2,59.3,10.2
494.1,31.9,64.3,13.9
288.4,24.8,63.0,10.7
63.9,4.5,58.4,14.2
632.2,43.5,79.3,10.6
1097.7,75.7,80.9,10.4
303.3,23.2,74.3,10.2
800.7,40.6,71.9,15.9
770.5,50.9,61.3,14.3
680.0,39.6,72.7,13.7
948.7,47.6,76.4,15.1
876.4,57.7,64.6,13.6
439.2,27.5,80.5,11.5
896.3,91.7,62.4,9.1
293.7,18.1,64.1,14.6
387.4,29.7,69.6,10.9
778.5,64.8,62.8,11.1
720.6,41.0,72.5,14.1
319.0,14.5,82.7,15.4
83.1,4.2,79.3,14.4
736.3,44.2,85.1,11.3
557.1,58.3,47.1,11.8
782.7,46.8,63.9,15.2
869.4,81.2,65.9,9.4
911.8,59.4,75.7,11.7
945.7,90.4,61.0,9.9
279.6,18.5,71.1,12.3
302.9,35.8,52.8,9.3
541.1,28.1,79.4,14.1
246.5,19.1,75.1,9.9
665.8,49.6,52.1,14.9
236.8,13.9,76.1,13.0
467.9,28.5,69.0,13.8
659.0,44.5,70.2,12.2
208.4,11.7,67.8,15.2
921.3,79.6,60.6,11.1
87.1,7.0,73.2,9.9
763.7,35.8,82.0,15.1
138.1,7.3,73.1,15.1
301.4,21.2,55.0,15.0
431.8,24.2,69.9,14.8
368.8,27.3,72.4,10.8
135.5,10.3,48.1,15.8
149.4,9.8,67.0,13.2
74.6,4.8,68.1,13.2
443.3,31.2,73.6,11.2
123.0,6.3,77.9,14.6
311.3,29.7,64.1,9.5
648.9,36.8,64.1,15.9
282.4,16.3,71.5,14.0
885.4,49.2,69.1,15.1
256.6,22.4,68.2,9.7
758.2,46.3,86.5,11.0
439.3,23.1,73.3,15.0
249.3,19.7,50.8,14.5
1078.7,79.6,77.1,10.2
681.9,39.8,62.2,16.0
239.2,16.1,60.3,14.3
767.5,71.9,59.8,10.3
249.0,18.6,70.7,11.0
827.7,78.7,63.7,9.6
539.8,41.0,70.9,10.8
92.0,7.5,54.1,13.1
851.2,71.7,66.1,10.4
311.4,24.8,75.0,9.7
973.9,65.8,64.2,13.4
373.9,24.9,68.4,12.7
1123.9,63.1,79.8,12.9
416.7,28.9,78.9,10.6
397.4,25.7,72.6,12.3
1205.9,53.6,83.5,15.6
925.5,80.1,70.2,9.5
1051.6,68.6,69.4,12.8
620.3,33.7,71.4,14.9
171.8,10.0,92.6,10.8
1131.6,71.4,80.0,11.5
324.7,26.4,62.5,11.4
96.4,8.7,51.0,12.6
901.1,66.1,67.8,11.6
410.0,24.4,76.3,12.8
579.0,36.5,59.4,15.5
1044.8,64.8,83.9,11.1
248.3,14.5,73.2,13.6
533.9,39.5,64.9,12.1
580.5,37.9,60.5,14.6
189.9,19.2,61.0,9.4
571.7,34.6,75.8,12.6
483.8,29.6,66.5,14.2
64.9,7.9,32.5,14.6
475.5,26.7,81.9,12.6
713.7,58.3,46.4,15.3
578.4,33.5,71.9,13.9
147.3,7.9,70.5,15.4
245.3,12.2,73.0,16.0
90.2,5.1,80.1,12.7
933.3,73.2,69.0,10.7
477.6,34.8,58.1,13.7
77.0,5.1,65.3,13.3
677.6,31.9,82.2,15.0
1166.9,57.0,76.7,15.4
297.4,23.5,47.5,15.4
536.8,43.3,57.6,12.4
650.2,43.1,56.6,15.4
249.7,19.3,59.8,12.5
123.9,8.4,73.4,11.7
1060.2,85.4,70.7,10.2
1039.3,67.7,80.6,11.0
118.5,8.6,82.7,9.7
157.9,7.2,84.3,15.0
277.6,20.8,54.1,14.3
1109.6,80.0,74.8,10.7
686.9,38.5,68.4,15.1
406.8,30.4,69.2,11.2
601.7,39.3,72.0,12.3
291.7,14.3,76.0,15.5
845.8,47.6,69.0,14.9
751.8,49.3,56.0,15.7
1059.5,60.9,79.0,12.8
605.5,39.9,78.6,11.2
824.4,57.1,62.6,13.4
402.1,20.0,77.2,15.1
686.8,40.0,73.7,13.5
278.7,20.3,61.1,13.0
312.8,29.8,57.0,10.7
457.0,40.1,65.3,10.1
801.8,38.0,78.5,15.6
636.4,30.4,82.4,14.7
357.3,23.5,68.6,12.8
637.8,35.4,76.2,13.7
414.3,27.6,67.0,13.0
414.3,44.4,52.9,10.2
610.5,41.6,89.6,9.5
538.6,34.1,66.4,13.8
856.2,58.0,58.4,14.7
176.9,12.4,63.3,13.0
1041.5,53.0,76.0,15.0
599.9,29.1,76.1,15.7
569.6,41.6,73.2,10.8
754.0,46.8,80.4,11.6
745.5,35.3,79.8,15.3
790.7,69.5,64.3,10.2
875.2,56.1,72.4,12.5
244.8,22.3,59.4,10.7
800.5,68.9,51.9,13.0
707.5,44.1,66.2,14.0
1197.6,73.9,80.9,11.6
779.6,54.2,80.2,10.4
428.7,20.0,95.5,13.0
155.1,12.2,73.7,9.9
741.9,54.7,74.1,10.6
227.4,10.2,91.8,14.1
1108.0,72.9,80.7,10.9
256.3,20.1,76.9,9.6
766.0,44.7,62.9,15.8
831.3,53.8,56.9,15.7
1084.7,50.0,80.7,15.6
333.8,17.8,70.4,15.4
966.6,60.3,70.0,13.3
339.2,27.9,64.5,10.9
864.7,53.4,72.9,12.9
667.8,41.5,74.7,12.5
619.7,36.2,62.0,16.0
333.8,31.4,63.1,9.7
166.3,7.9,77.6,15.8
949.7,66.0,62.9,13.3
471.4,22.0,94.1,13.2
810.2,41.1,84.0,13.6
608.7,40.0,61.6,14.3
969.8,47.6,83.9,14.1
209.1,14.7,73.4,11.2
1137.0,62.3,77.6,13.6
363.1,21.4,62.5,15.8
738.4,46.6,70.4,13.0
1487.6,65.0,100.0,13.2
723.6,54.8,75.4,10.1
283.2,28.4,60.7,9.5
975.4,62.7,67.7,13.3
73.8,5.4,65.3,12.1
497.7,31.7,70.8,12.8
1052.1,56.8,74.2,14.5
821.4,54.3,58.3,15.0
268.9,20.4,68.1,11.2
244.0,15.5,71.3,12.8
499.4,28.4,73.6,13.8
172.2,10.4,75.9,12.6
146.1,7.8,82.6,13.2
299.3,21.1,66.8,12.3
1037.6,65.2,67.6,13.6
563.2,27.5,79.7,14.9
292.4,24.7,75.5,9.1
464.9,27.2,67.1,14.7
799.9,45.2,76.0,13.5
1044.2,73.2,68.8,12.0
974.3,70.6,74.3,10.8
979.2,59.3,66.9,14.3
232.9,16.8,79.3,10.1
824.1,50.9,62.1,15.1
356.9,37.0,60.8,9.2
166.3,10.9,59.5,14.8
1055.4,69.8,69.9,12.5
921.8,78.0,72.3,9.5
137.5,9.2,77.3,11.2
385.2,31.2,50.9,14.0
711.8,42.0,66.7,14.7
858.3,52.3,62.1,15.3
988.4,93.2,65.7,9.4
1221.1,68.9,79.5,12.9
594.3,31.7,79.4,13.7
748.2,44.8,62.1,15.5
1180.2,69.2,79.2,12.5
549.0,33.6,76.5,12.4
510.8,38.2,59.4,13.0
752.9,51.2,69.3,12.3
863.7,59.0,58.6,14.5
78.7,5.7,64.9,12.2
1094.1,69.5,84.3,10.8
644.3,42.6,73.4,11.9
221.9,12.4,64.9,16.0
745.7,36.8,76.2,15.4
241.3,15.9,72.8,12.1
1109.3,77.1,77.4,10.8
666.9,55.5,50.0,13.9
889.9,66.0,62.5,12.5
528.0,38.0,64.9,12.4
1139.6,79.3,75.4,11.0
1030.1,95.5,67.7,9.2
132.9,7.7,78.1,12.8
716.2,54.8,59.9,12.6
553.1,32.9,65.5,14.9
355.7,20.3,71.7,14.2
974.3,47.1,77.8,15.4
311.5,24.2,77.1,9.7
165.2,8.6,72.3,15.5
63.4,6.5,57.4,9.8
1263.6,81.1,83.4,10.8
320.5,17.1,69.1,15.7
311.1,22.2,63.3,12.8
829.6,54.8,62.9,13.9
437.8,32.3,67.2,11.7
270.6,19.6,63.0,12.7
598.6,33.7,64.7,15.9
463.9,35.5,78.6,9.6
708.3,46.8,65.0,13.5
663.0,54.1,76.8,9.2
786.0,47.1,71.7,13.5
680.5,45.2,68.2,12.8
416.3,37.0,55.0,11.8
1123.1,87.3,75.6,9.9
201.1,13.3,71.9,12.2
570.9,29.8,78.8,14.1
705.3,58.8,74.6,9.3
1139.3,73.9,87.9,10.2
757.3,64.0,56.4,12.1
1135.4,76.2,78.0,11.1
79.5,4.5,68.1,14.9
441.0,20.6,83.5,14.8
432.5,30.6,54.8,14.9
397.8,19.2,87.9,13.6
439.0,24.4,73.1,14.2
379.8,21.9,76.3,13.1
353.8,32.0,70.9,9.0
719.0,36.1,74.2,15.6
1151.9,74.5,76.1,11.8
257.8,19.3,70.1,11.1
1271.6,80.0,85.8,10.7
1024.4,49.9,80.6,14.7
380.7,30.3,72.3,10.0
905.0,65.4,82.6,9.7
469.1,36.3,76.6,9.8
1183.9,71.3,93.7,10.3
1082.2,70.4,70.2,12.7
216.7,19.4,71.3,9.1
90.6,8.5,60.0,10.2
293.9,22.0,60.9,12.7
103.7,8.2,75.7,9.7
464.4,29.6,75.9,12.0
728.2,61.5,70.6,9.7
85.7,4.2,76.1,15.5
459.4,29.1,68.8,13.3
401.7,28.3,69.9,11.7
404.9,21.9,73.9,14.5
1064.3,59.5,68.8,15.1
544.8,32.9,67.2,14.3
744.0,48.7,76.5,11.6
969.3,52.3,79.2,13.5
318.4,20.9,67.6,13.0
740.0,66.1,69.6,9.3
852.1,42.7,74.4,15.5
567.8,36.8,77.2,11.6
939.4,47.7,72.5,15.7
157.5,13.0,69.8,10.0
785.1,71.9,68.0,9.3
488.7,26.0,73.3,14.8
933.4,43.8,78.9,15.6
99.4,6.1,64.9,14.4
857.3,70.9,63.8,11.0
165.7,9.6,74.6,13.4
184.8,15.7,63.7,10.7
413.6,25.5,90.0,10.4
1133.9,80.1,88.9,9.2
744.4,36.5,88.6,13.4
727.1,73.6,50.7,11.3
147.2,8.3,84.1,12.3
612.8,50.3,59.6,11.8
994.1,55.2,66.3,15.7
585.8,33.1,81.3,12.6
688.0,78.6,54.5,9.3
259.2,17.6,76.0,11.2
997.3,65.6,87.6,10.0
747.6,57.4,75.9,9.9
672.2,35.0,80.5,13.8
399.5,21.5,79.9,13.4
841.2,77.3,55.3,11.4
461.8,20.3,86.0,15.3
548.7,45.1,60.9,11.6
979.4,89.3,66.6,9.5
509.9,33.0,77.9,11.5
949.6,79.1,76.0,9.1
175.9,11.9,73.3,11.7
163.3,12.5,58.8,12.9
892.5,52.1,64.6,15.4
91.9,5.6,71.1,13.4
1028.6,52.6,76.1,14.9
565.7,36.0,59.1,15.4
786.7,41.9,86.5,12.6
345.5,21.4,61.3,15.3
767.0,59.5,74.6,10.0
182.2,9.5,74.6,15.0
402.7,24.4,61.5,15.5
1029.7,53.9,75.8,14.6
189.5,12.2,68.9,13.1
255.4,22.6,62.5,10.5
735.8,67.0,66.0,9.6
628.5,65.0,61.8,9.1
412.2,42.6,56.5,9.9
1105.3,83.0,71.3,10.8
876.8,84.0,62.6,9.7
135.7,8.5,80.5,11.6
1010.5,70.9,80.5,10.2
639.8,46.4,69.0,11.6
341.9,20.5,64.9,14.9
191.3,15.4,54.7,13.1
143.5,12.0,73.5,9.4
446.6,37.6,54.6,12.6
117.0,7.2,76.7,12.3
85.0,5.7,78.5,10.9
757.6,51.9,85.6,9.9
101.1,5.0,93.4,12.6
476.5,21.0,88.8,14.8
622.7,39.1,63.1,14.6
848.2,47.2,76.6,13.6
376.7,40.7,41.8,12.8
988.3,84.4,67.6,10.0
603.5,37.4,70.2,13.3
219.0,30.2,43.0,9.8
172.4,12.5,68.9,11.6
554.0,33.2,67.1,14.4
460.7,27.3,71.6,13.6
587.0,43.7,73.6,10.6
1030.6,75.1,82.5,9.6
76.9,6.3,71.9,9.8
481.9,33.3,73.8,11.3
1062.5,75.1,70.2,11.7
971.6,47.1,78.6,15.2
507.9,35.8,74.3,11.1
992.4,50.5,75.9,15.0
759.0,58.6,65.1,11.5
752.5,57.5,61.5,12.3
1033.1,52.8,72.0,15.7
777.6,52.4,65.2,13.2
252.4,31.9,45.0,10.2
562.6,26.3,81.2,15.3
820.1,57.9,71.4,11.5
942.4,51.4,67.1,15.8
1198.1,62.9,78.5,14.1
373.0,17.9,80.6,14.9
193.6,13.6,81.3,10.1
409.9,27.1,63.5,13.8
130.8,5.9,97.0,13.2
845.1,55.2,61.4,14.5
433.1,31.7,69.3,11.4
636.5,47.3,50.9,15.3
1137.9,62.0,81.5,13.0
993.1,60.6,88.8,10.7
248.7,14.4,84.3,11.9
1268.7,57.5,87.0,14.7
388.6,22.4,68.6,14.6
199.8,10.7,73.0,14.8
584.3,42.7,62.1,12.7
1099.6,67.8,81.6,11.5
536.7,38.4,73.8,11.0
617.3,53.8,72.0,9.2
331.8,22.6,64.5,13.2
97.8,7.2,78.0,10.0
197.2,9.2,84.9,14.6
431.7,29.0,76.2,11.3
271.5,15.5,79.7,12.7
273.7,28.0,53.2,10.6
523.9,21.8,97.1,14.3
108.9,9.8,69.5,9.3
684.8,49.3,54.0,14.9
323.8,24.2,55.1,14.1
359.7,27.2,64.8,11.8
1111.1,59.1,74.4,14.6
485.0,23.7,75.9,15.6
665.7,58.7,67.9,9.7
244.3,16.2,68.5,12.8
881.4,57.0,75.4,11.9
432.9,28.9,68.7,12.7
675.8,41.0,71.9,13.3
625.1,36.5,74.3,13.3
503.1,26.6,74.1,14.8
491.3,39.6,66.0,10.9
472.3,35.7,68.7,11.2
1011.8,75.9,70.3,11.0
200.6,13.4,80.5,10.8
571.0,30.4,73.0,14.9
752.6,71.0,53.7,11.4
797.9,51.8,75.4,11.8
123.8,12.2,59.4,9.9
949.7,61.1,82.1,11.0
153.0,8.1,69.3,15.8
145.4,12.8,64.6,10.2
590.5,55.4,54.3,11.4
560.4,33.3,65.8,14.8
854.1,70.3,63.9,11.0
982.8,58.8,72.7,13.3
586.0,52.9,44.5,14.4
163.2,13.3,53.5,13.3
700.7,68.4,51.8,11.4
104.1,9.3,55.9,11.6
817.0,54.4,60.0,14.5
643.1,42.8,55.0,15.8
509.3,37.8,74.5,10.5
882.1,65.4,66.4,11.8
369.1,27.7,76.4,10.1
722.9,32.0,82.2,15.9
840.5,82.0,64.9,9.2
672.2,72.6,55.9,9.6
913.7,84.8,62.2,10.0
540.0,31.7,79.0,12.5
339.7,21.7,73.1,12.4
1116.0,70.7,80.8,11.3
121.3,6.4,82.1,13.3
465.0,34.0,77.4,10.2
647.9,44.9,79.1,10.6
683.2,66.4,56.0,10.6
483.5,30.0,69.6,13.4
92.7,5.6,68.5,13.9
279.7,21.0,50.6,15.3
212.2,20.7,64.0,9.3
793.3,65.0,77.6,9.1
1080.3,52.9,83.8,14.1
1074.7,44.2,95.3,14.8
1047.9,45.0,86.6,15.6
249.4,19.9,50.4,14.4
801.8,36.8,79.5,15.9
891.4,89.1,61.6,9.4
505.9,39.5,60.4,12.3
260.1,13.5,77.6,14.4
636.4,41.0,65.8,13.7
836.2,62.4,73.0,10.6
